,en,de,en_idiom,en_task,existing_task
1074,I think it has emerged beyond a shadow of a doubt that European governments have aided and abetted the actions of US Intelligence on European territory .,"Meines Erachtens ist zweifelsfrei klar geworden , dass europäische Regierungen bei den Aktionen des amerikanischen Nachrichtendienstes auf europäischem Hoheitsgebiet Beihilfe geleistet haben .",beyond a shadow of a doubt,translate English to German: I think it has emerged beyond a shadow of a doubt that European governments have aided and abetted the actions of US Intelligence on European territory .,"<pad> Ich denke, es ist ohne jeden Zweifel aufgetreten, dass europäische Regierungen die Aktivitäten der US-Geheimdienste auf europäischem Hoheitsgebiet unterstützt und unterstützt haben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1075,MLCAD has to know when the model should be rotated and in what direction .,"Damit MLCAD das Modell drehen kann , muss es natürlich wissen , wann dies geschehen soll und in welche Richtung gedreht wird .",to be in the know,translate English to German: MLCAD has to know when the model should be rotated and in what direction .,"<pad> MLCAD muss wissen, wann das Modell rotiert werden soll und in welcher Richtung.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1076,But it is more than justified . To put it in a nutshell : The OLED installation by rAndom International it a show piece to illustrate what can already be done - and what will be possible in the future .,"Aber berechtigt : Um es kurz zu sagen : Die OLED-Installation von rAndom International ist ein Schaustück dessen , was geht - und was gehen wird .",in a nutshell,translate English to German: But it is more than justified . To put it in a nutshell : The OLED installation by rAndom International it a show piece to illustrate what can already be done - and what will be possible in the future .,<pad> Aber es ist mehr als gerechtfertigt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1077,"The Thermodul rigid insulation is said to be fire retardant , having the fire class B1 based on DIN 4102 .",Der Thermodul Hartschaum hat die Brandklasse B1 nach DIN 4102 und gilt als brandhemmend .,to be on fire,"translate English to German: The Thermodul rigid insulation is said to be fire retardant , having the fire class B1 based on DIN 4102 .","<pad> Die starre Isolierung von Thermodul soll feuerhemmend sein, mit der Brandklasse B1 nach DIN 4102.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1078,I used to be an environment minister in the country I know best .,In meiner Heimat war ich seinerzeit Umweltminister .,to be in the know,translate English to German: I used to be an environment minister in the country I know best .,"<pad> Ich war früher Umweltministerin in dem Land, das ich am besten kenne.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1079,"And then I will also have to tell my constituents that they will have to buy a pig in a poke , that I cannot explain to them what the Council has written , and the Council will not explain to them what it has written ; that the Council thinks they should go and vote in a referendum completely in the dark because it thinks that they should have sufficient faith in it and expect everything to be surely interpreted for the best .","Ich kann Euch nicht erklären , was der Rat geschrieben hat . Sie meinen , daß Ihr bei einer Volksabstimmung Eure Stimme einfach "" ins Blaue hinein "" abgeben könnt , denn sie meinen , daß Ihr ihnen vertrauen sollt und damit rechnen könnt , daß dies sicher im positiven Sinne ausgelegt werde .",to buy a pig in a poke,"translate English to German: And then I will also have to tell my constituents that they will have to buy a pig in a poke , that I cannot explain to them what the Council has written , and the Council will not explain to them what it has written ; that the Council thinks they should go and vote in a referendum completely in the dark because it thinks that they should have sufficient faith in it and expect everything to be surely interpreted for the best .","<pad> Und dann muß ich auch meinen Wählern sagen, daß ich ihnen nicht erklären kann, was der Rat geschrieben hat, und der Rat wird ihnen nicht erklären, was er geschrieben hat, daß der Rat der Meinung ist, daß er in einem Referendum völlig im Dunkeln abstimmen muß, weil er meint, daß er genügend Vertrauen in ihn haben und erwarten muß,</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1080,All of its rooms are set up with traditional furniture and its location makes all the places that you want to go to very accessible to you .,Alle Räume werden traditionsgemäß zur Verfügung gestellt . Dieses und seine ausgezeichnete Situation ( nah an der Mitte ) bildet es bequem für Ihren Aufenthalt nach Wien .,to go places,translate English to German: All of its rooms are set up with traditional furniture and its location makes all the places that you want to go to very accessible to you .,"<pad> Alle Zimmer sind mit traditionellen Möbeln eingerichtet und ihre Lage macht alle Orte, zu denen Sie gehen wollen, sehr zugänglich für Sie.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1081,Besides everything is so well take care off !,Ist es zu meinem zweiten Zuhause geworden . Ein Juwel in Kecskemét !,take care !,translate English to German: Besides everything is so well take care off !,<pad> Neben allem ist alles so gut pflegen!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1082,"Mrs Kinnock , it seems that you did not hear what I said earlier .","Frau Kinnock , ich glaube , daß die Frau Abgeordnete nicht die Gelegenheit hatte , das zu hören , was ich soeben gesagt habe .",i hear you .,"translate English to German: Mrs Kinnock , it seems that you did not hear what I said earlier .","<pad> Frau Kinnock, Sie haben offenbar nicht gehört, was ich vorhin gesagt habe.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1083,"We have all the instruments , we have all the instruments that we require but we have to pull them together much more effectively than we have in the past and that is the challenge which the High Representative and I face in the next four or five years .","Wir haben alle Instrumente , alle Instrumente , die wir benötigen , aber wir müssen sie viel effektiver als bisher bündeln , und das ist die Herausforderung , der sich der Hohe Vertreter und ich in den kommenden vier bis fünf Jahren stellen werden .",to pull together,"translate English to German: We have all the instruments , we have all the instruments that we require but we have to pull them together much more effectively than we have in the past and that is the challenge which the High Representative and I face in the next four or five years .","<pad> Wir verfügen über alle Instrumente, wir verfügen über alle Instrumente, die wir brauchen, aber wir müssen sie viel effektiver zusammenbringen als in der Vergangenheit, und das ist die Herausforderung, vor der die Hohe Vertreterin und ich in den nächsten vier oder fünf Jahren stehen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1084,"I attach great importance to these comments , and I shall gladly pass them on in Luxembourg .","Ich betrachte das als sehr wichtig , ich nehme das gerne mit nach Luxemburg .",to pass on,"translate English to German: I attach great importance to these comments , and I shall gladly pass them on in Luxembourg .",<pad> Ich messe diesen Bemerkungen große Bedeutung bei und werde sie gerne in Luxemburg weiterleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1085,Without a shadow of a doubt Russia is still a long way from reaching the level of social justice and quality of life that we would like to see all over the world .,"Ohne den geringsten Zweifel liegt vor Russland noch ein langer Weg bis zur Erreichung eines Niveaus an sozialer Gerechtigkeit und Lebensqualität , wie wir es gern überall in der Welt sehen würden .",without a shadow of a doubt,translate English to German: Without a shadow of a doubt Russia is still a long way from reaching the level of social justice and quality of life that we would like to see all over the world .,"<pad> Russland ist zweifellos noch weit davon entfernt, das Niveau der sozialen Gerechtigkeit und Lebensqualität zu erreichen, das wir in der ganzen Welt wünschen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1086,"I will , however , pass on the remarks that you have made to Vice-President Barrot in order to see whether anything further can be done , although as I pointed out in my reply to the question , the Commission does not envisage coming up with additional measures before the final results of the assessment - which is being carried out by an external consultant - are known .","Ich werde aber Ihre Bemerkungen an Vizepräsident Barrot weiterleiten , um festzustellen , was man sonst noch tun könnte , obwohl ich ja in meiner Antwort auf die Anfrage schon darauf hingewiesen habe , dass die Kommission nicht davon ausgeht , dass sie zusätzliche Maßnahmen ins Auge fassen wird , bevor die endgültigen Ergebnisse der Einschätzung - die derzeit von einem externen Berater vorgenommen wird - vorliegen .",to pass on,"translate English to German: I will , however , pass on the remarks that you have made to Vice-President Barrot in order to see whether anything further can be done , although as I pointed out in my reply to the question , the Commission does not envisage coming up with additional measures before the final results of the assessment - which is being carried out by an external consultant - are known .","<pad> Ich werde jedoch die Bemerkungen, die Sie an Vizepräsident Barrot gerichtet haben, weiterleiten, um zu sehen, ob noch etwas getan werden kann, obwohl die Kommission, wie ich in meiner Antwort auf die Frage hervorgehoben habe, nicht vorschlägt, zusätzliche Maßnahmen vorzulegen, bevor die endgültigen Ergebnisse der Bewertung - die von einem externen Berater durchgeführt wird - bekannt sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1088,"As for being an alien heritage , the fact , she explains , is that the toll gate and are on the way where cars have to pass and even then , she never saw or toll gates are damaged .","Da für ein fremdes Wesen Erbe , die Tatsache , erklärt sie , ist , dass die Mautstelle und sind auf dem Weg , wo die Autos zu durchlaufen haben und selbst dann , sie nie gesehen oder Mautstellen sind beschädigt .",to pass on,"translate English to German: As for being an alien heritage , the fact , she explains , is that the toll gate and are on the way where cars have to pass and even then , she never saw or toll gates are damaged .","<pad> Was das fremde Erbe anbelangt, so erklärt sie, dass das Mauttor und der Weg, wo Autos durchfahren müssen, und selbst dann sah sie niemals, oder Mauttore beschädigt wurden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
