,en,de,en_idiom,en_task,existing_task_finetuned
1397,"In a nutshell , you are always welcome from 07 : 00 am to 1 : 00 am .",Die Loungebar empfängt Sie täglich zwischen 07 : 00 und 01 : 00 Uhr .,in a nutshell,"translate English to German: In a nutshell , you are always welcome from 07 : 00 am to 1 : 00 am .","<pad> Kurz gesagt, Sie sind immer von 07 : 00 Uhr bis 1 : 00 Uhr willkommen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1398,"What we really need to know now , Commissioner , is whether the milk quota system will be maintained in its current form until 2015 , so that the market and the producers can be kept fully informed .","Was wir jetzt wirklich wissen müssen , Frau Kommissarin , ist , ob das Milchquoten-System in seiner aktuellen Form bis 2015 beibehalten wird , damit der Markt und die Erzeuger auf dem neuesten Informationsstand sind .",to be in the know,"translate English to German: What we really need to know now , Commissioner , is whether the milk quota system will be maintained in its current form until 2015 , so that the market and the producers can be kept fully informed .","<pad> Was wir wirklich jetzt wissen müssen, Herr Kommissar, ist, ob das Milchquotensystem in seiner jetzigen Form bis 2015 erhalten bleibt, damit der Markt und die Erzeuger vollständig auf dem Laufenden gehalten werden können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1399,"I believe that that confidence , and as well as confidence , help , should be offered by all of us , and we must not forget - you are in contact with the governments , with the States , and you must pass this on also to the governments - that one of the current problems the Commission has in terms of improving its results , the Community budget for improving its results , is also in the hands of the governments .","Ich glaube , dass wir alle dieses Vertrauen - und nicht nur Vertrauen , sondern auch Hilfe - geben müssen und nicht vergessen dürfen - Sie haben Kontakt zu den Regierungen , zu den Staaten , und Sie müssen das auch diesen Regierungen nahe bringen - , dass eines der Probleme , vor denen die Kommission heute steht , um ihre Ergebnisse und die des Gemeinschaftshaushalts zu verbessern , auch von den Regierungen abhängt .",to pass on,"translate English to German: I believe that that confidence , and as well as confidence , help , should be offered by all of us , and we must not forget - you are in contact with the governments , with the States , and you must pass this on also to the governments - that one of the current problems the Commission has in terms of improving its results , the Community budget for improving its results , is also in the hands of the governments .","<pad> Ich glaube, dass uns das Vertrauen und auch das Vertrauen von uns allen geboten werden sollten, und wir dürfen nicht vergessen - Sie stehen mit den Regierungen, mit den Staaten in Kontakt, und Sie müssen das auch an die Regierungen weiterleiten -, dass eines der gegenwärtigen Probleme der Kommission bei der Verbesserung ihrer Ergebnisse, bei der Verbesserung ihrer Ergebnisse im Gemeinschaftshaushalt, auch in den Händen der Regierungen liegt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1400,"The sensation to be in our house , and to know that daqui pra front everything that to invest in the house will be in our proper benefit beyond that something will be more lasting , is very good .","Die Empfindung , zum in unserem Haus zu sein , und diese daqui pra Frontseite zu kennen ist alles , die , im Haus zu investieren in unserem korrekten Nutzen über dem hinaus etwas ist , dauerhafter , ist sehr gut .",to be in the know,"translate English to German: The sensation to be in our house , and to know that daqui pra front everything that to invest in the house will be in our proper benefit beyond that something will be more lasting , is very good .","<pad> Die Empfindung in unserem Haus zu sein, und zu wissen, dass daqui pra Front alles, was in unserem Haus zu investieren wird in unseren angemessenen Nutzen überdies etwas wird dauerhafter sein, ist sehr gut.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1402,I think it likely that it will not be an easy route to take .,"Ich glaube , dass das wahrscheinlich gar kein sehr einfacher Weg sein wird .",to take it easy,translate English to German: I think it likely that it will not be an easy route to take .,"<pad> Ich denke, es wird wohl keine leichte Reise dauern.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1403,"The Inn Cycle Path is 517 kilometers long and follows the River Inn from its source on Maloja Pass , Switzerland , through Austria ’ s Tyrol and to Passau , Germany .","Stolze 517 Kilometer ist der Innradweg lang , vom Ursprung des Flusses am Maloja Pass in der Schweiz bis nach Passau .",to pass on,"translate English to German: The Inn Cycle Path is 517 kilometers long and follows the River Inn from its source on Maloja Pass , Switzerland , through Austria ’ s Tyrol and to Passau , Germany .","<pad> Der Radweg des Hotels ist von seiner Quelle aus 517 km lang und folgt dem Gasthof von seiner Quelle auf dem Pass Maloja in der Schweiz, durch <unk> sterreich und nach Passau.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1404,"Madam President , Commissioner , I was very pleased to see you here and hear you speak .","Frau Präsidentin , Herr Kommissar , ich war sehr erfreut darüber , Sie hier zu sehen und sprechen zu hören .",i hear you .,"translate English to German: Madam President , Commissioner , I was very pleased to see you here and hear you speak .","<pad> Frau Präsidentin, Herr Kommissar! Ich habe mich sehr gefreut, Sie hier zu sehen und zu hören, dass Sie das Wort ergreifen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1406,The Pizza-Express delivers your order directly to your room - quick and easy : Enjoy your meal !,Der Pizza-Express liefert Ihnen Ihre Bestellung dann auf Ihr Zimmer - ganz schnell und unkompliziert : Guten Appetit !,enjoy your meal !,translate English to German: The Pizza-Express delivers your order directly to your room - quick and easy : Enjoy your meal !,<pad> Die Pizza-Express bietet Ihre Bestellung schnell und einfach an Ihren Raum. Genießen Sie Ihre Mahlzeit!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1407,"Unless we proceed to some extent by the book , then things will get out of hand .","Wenn wir bei den Stimmerklärungen nicht einigermaßen geradlinig vorgehen , dann ufert die Sache aus .",to get out of hand,"translate English to German: Unless we proceed to some extent by the book , then things will get out of hand .","<pad> Wenn wir nicht in gewissem Maße mit dem Buch vorgehen, werden die Dinge außer Kontrolle geraten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1408,We enjoy to pass on our knowledge and experience during our freeride camps and journeys .,Unser Wissen und unsere Erfahrung geben wir bei unseren Freeride Camps und Reisen gerne weiter .,to pass on,translate English to German: We enjoy to pass on our knowledge and experience during our freeride camps and journeys .,<pad> Wir geben unser Wissen und unsere Erfahrungen während unserer Freeride Camps und Reisen gerne weiter.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1409,"As we know , drought is a terrible thing and this drought appears to be the worst in 30 years . We also know that there is no water irrigation system to combat it .","Wie wir alle wissen , herrscht in Afghanistan eine schreckliche Dürre , wahrscheinlich sogar die schlimmste seit etwa 30 Jahren , und bekanntlich ist kein Bewässerungssystem vorhanden .",to be in the know,"translate English to German: As we know , drought is a terrible thing and this drought appears to be the worst in 30 years . We also know that there is no water irrigation system to combat it .","<pad> Wie wir wissen, ist die Dürre schrecklich, und diese Dürre scheint die schlimmste in 30 Jahren zu sein, und wir wissen auch, dass es kein Wasserbewässerungssystem gibt, um sie zu bekämpfen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1410,"Under one possible arrangement , executives seeking to cash out shares would sell them to the company in return for a price based on the average stock price during , say , the subsequent six months .","Eine Möglichkeit wäre , dass Manager , die Aktien verkaufen wollen , diese an das Unternehmen zu einem Preis verkaufen , der auf dem durchschnittlichen Aktienpreis für die Dauer von - sagen wir - den folgenden sechs Monaten basiert .",to sell out,"translate English to German: Under one possible arrangement , executives seeking to cash out shares would sell them to the company in return for a price based on the average stock price during , say , the subsequent six months .","<pad> Im Rahmen einer möglichen Regelung würden Führungskräfte, die Aktien ausschütten wollen, diese an das Unternehmen im Gegenzug für einen Preis basierend auf dem durchschnittlichen Aktienpreis während, wie gesagt, den nächsten sechs Monaten an das Unternehmen verkaufen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1414,"We would like to state things in the most clear and transparent way , and therefore , in accordance with the Rules , we request a roll – call vote .","Wir möchten , dass die Sachlage in möglichst klarer und transparenter Weise dargestellt wird , weshalb wir , im Übereinstimmung mit der Geschäftsordnung , eine namentliche Abstimmung beantragen .",to clear the way,"translate English to German: We would like to state things in the most clear and transparent way , and therefore , in accordance with the Rules , we request a roll – call vote .","<pad> Wir möchten die Dinge klar und transparent darlegen, und deshalb fordern wir gemäß der Geschäftsordnung eine namentliche – Aufrufabstimmung.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1415,It is true that we have spent much time and effort on efforts amongst the big groups to talk and to seek a solution .,Wir haben bei den Erörterungen zwischen den größeren Fraktionen tatsächlich sehr viel Zeit und Raum auf die Verhandlungen und die Suche nach einer Lösung verwandt .,to talk big,translate English to German: It is true that we have spent much time and effort on efforts amongst the big groups to talk and to seek a solution .,"<pad> Es stimmt, dass wir viel Zeit und Anstrengungen unter den großen Fraktionen zur Diskussion und zur Suche nach einer Lösung aufgewendet haben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1416,The clear tree view allows you to preview your files in exactly the same way as they will appear on your hard disk after the renaming process .,Der klar strukturierte Navigationsbaum unterteilt deine Songs auf die gleiche Art und Weise wie sie nach dem Tagging-Prozess auf deiner Festplatte gespeichert sein werden .,to clear the way,translate English to German: The clear tree view allows you to preview your files in exactly the same way as they will appear on your hard disk after the renaming process .,"<pad> Die klare Baumansicht ermöglicht es Ihnen, die Dateien so voranzuschauen, wie sie nach dem Umbenennen auf Ihrer Festplatte erscheinen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1417,"I really would like the honourable Member of the European Parliament to take account of the fact that it is easy to say that the limits and the tools which the Council has at its disposal should be exceeded here and there in various ways , but there have been a great many discussions , even today , in this House , which demonstrate that the European Union is not a superpower , it is not an agency which can intervene as and where it likes in order to impose its views and its values .","Ich möchte den Herrn Abgeordneten darum bitten zu berücksichtigen , dass es sich so leicht dahinsagt , dass der Rat seine Grenzen und die ihm zur Verfügung stehenden Instrumente hier und da schon einmal übertreten könne , aber sehr viele Diskussionen , auch die heute hier in diesem Saal , zeigen , dass die Europäische Union keine Supermacht ist , dass sie keine Organisation ist , die intervenieren kann , wie und wo sie es will , um ihre Ansichten und Werte durchzusetzen .",to take it easy,"translate English to German: I really would like the honourable Member of the European Parliament to take account of the fact that it is easy to say that the limits and the tools which the Council has at its disposal should be exceeded here and there in various ways , but there have been a great many discussions , even today , in this House , which demonstrate that the European Union is not a superpower , it is not an agency which can intervene as and where it likes in order to impose its views and its values .","<pad> Ich bitte das Abgeordnete des Europäischen Parlaments wirklich um Berücksichtigung der Tatsache, dass leicht zu sagen ist, dass die Grenzen und Instrumente, die dem Rat zur Verfügung steht, hier und da auf verschiedene Art und Weise überschritten werden sollten. Aber es gibt auch heute in diesem Hohen Haus zahlreiche Diskussionen, die zeigen, dass die Europäische Union keine Supermacht ist, sondern keine Agentur, die so eingreifen kann und wo es möchte </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
