,en,de,en_idiom,de_idiom,en_task,de_translation_t5
2246,I will pass on your comments to the Bureau .,Ich werde Ihre Anregung dem Präsidium übermitteln .,to pass on,das zeitliche segnen,translate to german: I will pass on your comments to the Bureau .,<pad> Ich werde Ihre Bemerkungen an das Präsidium weiterleiten.</s> <pad> <pad> <pad>
2247,"Indeed , the case was to be brought to court but was put on hold when the Commission agreed to work to produce validation systems for the test methods by the end of this year ; so we can test these and test the alternatives .","Tatsächlich wurde bereits gegen dieses Verbot geklagt , das Verfahren wurde jedoch gestoppt , nachdem die Kommission sich bereiterklärt hatte , bis Ende des Jahres Validierungsverfahren für die Testmethoden vorzulegen , damit wir diese Stoffe und die alternativen Ersatzstoffe testen können .",to be on hold,auf eis liegen,"translate to german: Indeed , the case was to be brought to court but was put on hold when the Commission agreed to work to produce validation systems for the test methods by the end of this year ; so we can test these and test the alternatives .","<pad> Tatsächlich sollte der Fall vor Gericht gestellt werden, aber er wurde aufgehalten"
2248,"Don &apos;t worry , you do not have to carry out any operation . Keonnected will automatically take care of registering your username on the myspace.keonnected.com domain name !","Machen Sie sich keine Gedanken , Sie brauchen nichts zu tun , Keonnected registriert automatisch Ihren Benutzernamen für die Domain myspace.keonnected.com !",take care !,machen sie es gut !,"translate to german: Don &apos;t worry , you do not have to carry out any operation . Keonnected will automatically take care of registering your username on the myspace.keonnected.com domain name !",<pad> Keonnected übernimmt automatisch die Registrierung Ihres Benutzernamens auf dem domain
2249,These apartments are perfectly located with Old Town Square just 100 meters from the door and in a very close distance to many other major sites .,Alle Appartements sind in neu rekonstruierten Gebäuden aus dem 14.Jahrhundert und sind elegant und angenehm eingerichtet .,to close the door,die tür hinter sich zumachen,translate to german: These apartments are perfectly located with Old Town Square just 100 meters from the door and in a very close distance to many other major sites .,"<pad> Diese Apartments sind perfekt gelegen mit dem Altstadtplatz, nur 100 m von der Tür"
2250,"Here for those who want to know about it more about function in itself , the web , be packed with doctor on subject .","Also , für diejenigen , die davon mehr von der Funktion in ihr selbst , die Web kennen wollen , habe doc über das Thema im Überfluss .",to be in the know,im bild / bilde sein,"translate to german: Here for those who want to know about it more about function in itself , the web , be packed with doctor on subject .","<pad> Hier für diejenigen, die mehr über die Funktion an sich wissen wollen, das Web,"
2251,He doesn &apos;t know at this point if the new partman is suitable to be in the next debian-installer release .,"Derzeit wisse er nicht , ob das neue Partman für die nächste Veröffentlichung des Debian-Installer geeignet sei .",to be in the know,im bild / bilde sein,translate to german: He doesn &apos;t know at this point if the new partman is suitable to be in the next debian-installer release .,"<pad> Er weiß derzeit nicht, ob der neue Partman für die nächste debian-install"
2252,"Mr President , the only problem we have is that it would be good to know in advance who will take the floor .","Herr Präsident , unser einziges Problem ist , dass es schön wäre , wenn wir im Voraus wüssten , wer das Wort ergreift .",to be in the know,im bild / bilde sein,"translate to german: Mr President , the only problem we have is that it would be good to know in advance who will take the floor .","<pad> Herr Präsident, das einzige Problem, das wir haben, ist, dass es gut"
2253,"20 And it came to pass that they departed and went their ways , but came again on the morrow ; and the judge also smote them again on their cheeks .","20 Und es begab sich : Sie entfernten sich und gingen ihres Weges , kamen aber am nächsten Tag wieder ; auch schlug der Richter sie wiederum auf die Wange .",to pass on,das zeitliche segnen,"translate to german: 20 And it came to pass that they departed and went their ways , but came again on the morrow ; and the judge also smote them again on their cheeks .",<pad> 20 Und es begab sich: Sie gingen ab und gingen ihren Weg
2254,It should be noted that it will be possible to hold a political group meeting on Wednesday 17 March at 6 p.m. and possibly on 18 March at 10.30 a.m. as well as on Monday 22 March before 5 p.m.,"Es sei darauf hingewiesen , daß es möglich sein wird , am Mittwoch , dem 17. März , um 18.00 Uhr , und eventuell am 18. März , um 10.30 Uhr , sowie am Montag , dem 22. März , vor 17.00 Uhr , Fraktionssitzungen abzuhalten .",to be on hold,auf eis liegen,translate to german: It should be noted that it will be possible to hold a political group meeting on Wednesday 17 March at 6 p.m. and possibly on 18 March at 10.30 a.m. as well as on Monday 22 March before 5 p.m.,"<pad> Es sei darauf hingewiesen, dass es möglich sein wird, am Mittwoch,"
2255,We are delighted at your interest in Bodelschwingh Castle and would like to give you the chance to have a &quot; virtual &quot; look around .,"Wir freuen uns über Ihr Interesse an Schloss Bodelschwingh und möchten Ihnen die Möglichkeit geben , sich &quot; virtuell &quot; bei uns umzuschauen .",to have a look around,um sich schauen,translate to german: We are delighted at your interest in Bodelschwingh Castle and would like to give you the chance to have a &quot; virtual &quot; look around .,<pad> Wir freuen uns über Ihr Interesse an der Burg Bodelschwingh und möchten Ihnen die
2256,It is the first time the Fire and Rescue Services will be able to draw on such a national view of resources and plan responses and co-ordinate mobilisation accordingly .,Damit verfügen die Feuerwehren und Rettungsdienste erstmals über einen landesweiten Überblick über ihre Einsatzressourcen und die damit verbundene Möglichkeit zur entsprechenden Planung und Koordinierung der Einsätze .,to be on fire,feuer und flamme sein,translate to german: It is the first time the Fire and Rescue Services will be able to draw on such a national view of resources and plan responses and co-ordinate mobilisation accordingly .,"<pad> Es ist das erste Mal, dass die Feuerwehr und Rettungsdienste in der Lage sein werden,"
2257,You now have the opportunity to inform us that you are going to pass the whole file on to the judicial authorities .,"Sie haben jetzt Gelegenheit , uns mitzuteilen , daß sie das gesamte Dossier den Justizbehörden übermitteln werden .",to pass on,das zeitliche segnen,translate to german: You now have the opportunity to inform us that you are going to pass the whole file on to the judicial authorities .,"<pad> Sie haben nun die Möglichkeit, uns mitzuteilen, dass Sie das gesamte Dossier"
2258,"We do not solicit personal data from minors , nor do we collect such data and pass them on to third parties .","Wir fordern keine personenbezogenen Daten von Kindern an , sammeln diese nicht und geben sie nicht an Dritte weiter .",to pass on,das zeitliche segnen,"translate to german: We do not solicit personal data from minors , nor do we collect such data and pass them on to third parties .",<pad> Wir erheben keine personenbezogenen Daten von Minderjährigen und erheben diese Daten nicht
2259,"That , in a nutshell , is the view of British euroskeptics , and it has gained considerable force in the past few years of Europe ’ s slow-motion crisis .","So lautet , auf den Punkt gebracht , die Ansicht der britischen Euroskeptiker , und diese Sichtweise hat in den letzten Jahren der in Zeitlupe ablaufenden Krise in Europa eine beträchtliche Kraft entwickelt .",in a nutshell,in knappen worten,"translate to german: That , in a nutshell , is the view of British euroskeptics , and it has gained considerable force in the past few years of Europe ’ s slow-motion crisis .",<pad> Das ist - kurz gesagt - die Ansicht der britischen Euroskeptiker
2260,"From the fraction of Gargagnago it is possible to go up towards one of the most beautiful and panoramic places of the entire valley , the village of San Giorgio .","In dieser Fraktion ist es möglich , vom Tal aus einen Aufstieg an einen der schönsten Panoramaplätze , ins Dörfchen von San Giorio , zu unternehmen .",to go places,es zu etwas bringen,"translate to german: From the fraction of Gargagnago it is possible to go up towards one of the most beautiful and panoramic places of the entire valley , the village of San Giorgio .",<pad> Von Gargagnago aus kann man einen der schönsten und panoramischsten
