,en,de,en_task,existing_task_with_suffix_translations
1149,"I will , of course , pass on your comments and your wishes to the President .",Ich werde dem Präsidenten selbstverständlich Ihren Redebeitrag und den von Ihnen geäußerten Wunsch übermitteln .,"translate English to German: I will , of course , pass on your comments and your wishes to the President .",<pad> Ich werde dem Präsidenten Ihre Bemerkungen und Ihre Wünsche natürlich übermitteln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1150,"With &quot; PDF / A in a Nutshell &quot; , the user gets a look behind the scenes of the standards and a practical guidance on how to create standard compliant PDF / A documents in his work environment .","Mit „ PDF / A kompakt “ erhält der Anwender einen Blick hinter die Kulissen des Standards und praktische Anleitungen , wie er in seiner Arbeitsumgebung standardkonformes PDF / A erzeugen kann .","translate English to German: With &quot; PDF / A in a Nutshell &quot; , the user gets a look behind the scenes of the standards and a practical guidance on how to create standard compliant PDF / A documents in his work environment .",<pad> Mit &quot; PDF / A in Kürze erkundet der Anwender in seiner Arbeitsumgebung einen Blick hinter die Kulissen der Standards und gibt praktische Anleitungen zum Erstellen standardkonformer PDF / A Dokumente.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1151,"Because of the small production lots many of these models sell out right after release , so hurry up to get yours ...",- Wegen der kleinen Auflagen sind die Modelle immer sehr schnell ausverkauft .,"translate English to German: Because of the small production lots many of these models sell out right after release , so hurry up to get yours ...","<pad> Wegen der kleinen Produktion sind viele dieser Modelle unmittelbar nach der Veröffentlichung ausverkauft, daher es sei schon gewagt...</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1152,I will pass on your words of sympathy to the victims and to the people of my country .,Ich werde Ihre Worte der Anteilnahme an die Opfer und an die Bevölkerung in meinem Land weiterleiten .,translate English to German: I will pass on your words of sympathy to the victims and to the people of my country .,<pad> Ich werde den Opfern und den Menschen in meinem Land Ihre Anteilnahme übermitteln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1153,Los cancajos is one of the best places to go diving on the island .,Der Los Cancajos Strand ist einer der besten Orte zum Tauchen .,translate English to German: Los cancajos is one of the best places to go diving on the island .,<pad> Los cancajos ist einer der besten Orte auf der Insel zum Tauchen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1154,"With Senators Patrick Leahy and Chuck Grassley , Kaufman worked last year to pass a bill providing timely resources to federal law enforcement agencies working on recent financial fraud .","Zusammen mit den Senatoren Patrick Leahy und Chuck Grassley arbeitete Kaufman im letzten Jahr daran , ein Gesetz zu verabschieden , das den US-Vollzugsbehörden , die an den jüngsten Fällen von Finanzbetrug arbeiten , rechtzeitig Ressourcen zur Verfügung stellt .","translate English to German: With Senators Patrick Leahy and Chuck Grassley , Kaufman worked last year to pass a bill providing timely resources to federal law enforcement agencies working on recent financial fraud .","<pad> Mit den Senatoren Patrick Leahy und Chuck Grassley hat Kaufman im letzten Jahr an der Verabschiedung eines Gesetzes zur Bereitstellung von zeitgemäßen Ressourcen an die zuständigen föderalen Strafverfolgungsbehörden, die jüngst an Finanzbetrug arbeiten, gearbeitet.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1155,"I will pass your comments on to the President of Parliament , who will raise the matter at the Conference of Presidents . ( 1 )","Ich werde Ihre Bemerkungen an den Präsidenten des Parlaments weiterleiten , der die Angelegenheit in der Konferenz der Präsidenten zur Sprache bringen wird . ( 1 )","translate English to German: I will pass your comments on to the President of Parliament , who will raise the matter at the Conference of Presidents . ( 1 )","<pad> Ich werde Ihre Bemerkungen dem Parlamentspräsidenten übermitteln, der dieses Thema auf der Konferenz der Präsidenten ansprechen wird ( 1 )</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1156,"16 And it came to pass that he said unto the people : Gather together on the morrow , for I shall die ; wherefore , I desire to speak unto the people before I shall die .","16 Und es begab sich : Er sprach zum Volk : Versammelt euch morgen , denn ich werde sterben ; darum möchte ich zum Volk sprechen , bevor ich sterbe .","translate English to German: 16 And it came to pass that he said unto the people : Gather together on the morrow , for I shall die ; wherefore , I desire to speak unto the people before I shall die .","<pad> 16 Und es begab sich : Er sprach zu den Menschen : Am nächsten Tag zusammen, denn ich werde sterben ; darum möchte ich mit dem Volk sprechen, ehe ich sterben werde.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1157,That &apos;s why we want to pass on our know-how and experience to you .,Deshalb wollen wir unser Know-how und unsere Erfahrungen an Sie weiter geben .,translate English to German: That &apos;s why we want to pass on our know-how and experience to you .,<pad> Deshalb möchten wir unser Know-How und unsere Erfahrung an Sie weitergeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1158,We will pass your personal data on to third parties only insofar as it is absolutely required for the provision of the requested service .,"Wir werden Ihre personenbezogenen Daten nur insoweit an Dritte weitergeben , wie es zur Erbringung des nachgefragten Service unbedingt erforderlich ist .",translate English to German: We will pass your personal data on to third parties only insofar as it is absolutely required for the provision of the requested service .,"<pad> Wir geben Ihre personenbezogenen Daten nur insoweit weiter, als dies für die Bereitstellung der gewünschten Leistung erforderlich ist.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1159,"Is it not perhaps also the case that Europe cannot now afford to lose face by withdrawing , or does not know what other solutions it could conjure up to ensure coexistence and a common future ?","Und stimmt es nicht vielleicht auch , dass Europa sich jetzt keinen Gesichtsverlust durch einen Rückzug leisten kann oder nicht weiß , welche anderen Lösungen es herbeizaubern kann , um eine Koexistenz und eine gemeinsame Zukunft zu sichern ?","translate English to German: Is it not perhaps also the case that Europe cannot now afford to lose face by withdrawing , or does not know what other solutions it could conjure up to ensure coexistence and a common future ?","<pad> Ist es vielleicht nicht auch so, dass Europa sich jetzt nicht leisten kann, sein Gesicht durch den Rückzug zu verlieren oder weiß nicht, welche anderen Lösungen es verzaubern könnte, um das Zusammenleben und eine gemeinsame Zukunft zu gewährleisten?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1161,For example if you click on a search result in Google the site you are visiting will be able to know you came from Google and which keywords you have used .,Das hei � t wenn sie Zum Beispiel auf Google ein Suchergebnis anklicken kann die Seite erfassen dass Sie von Google kommen .,translate English to German: For example if you click on a search result in Google the site you are visiting will be able to know you came from Google and which keywords you have used .,"<pad> Wenn Sie zum Beispiel auf ein Suchergebnis in Google klicken, werden Sie in der Lage sein, Sie kommen aus Google und welche Keywords Sie verwendet haben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1162,It was accepted today in the Commission . I am happy to pass it on to Members of Parliament .,"Inzwischen liegt uns eine umfassende Übersicht vor , die heute von der Kommission angenommen wurde und die ich gern an die Abgeordneten des Parlaments weiterreiche .",translate English to German: It was accepted today in the Commission . I am happy to pass it on to Members of Parliament .,<pad> Er wurde heute in der Kommission angenommen und werde es gerne an die Abgeordneten des Parlaments weiterleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1163,"It is a good feeling , while everyday practising these things , that there are so many men , who take care about it . Great - THANKS !","Danke übrigens auch für die lieben Emails , wo Ihr mich bestärkt , dass ich weitermache .","translate English to German: It is a good feeling , while everyday practising these things , that there are so many men , who take care about it . Great - THANKS !","<pad> Es ist ein gutes Gefühl, während man alltägliche das praktiziert, dass es so viele Männer gibt, die sich darum kümmern.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
1164,It will then go round the world from east to west with five ports of call .,"Sie nimmt dann an der Weltumrundung von Ost nach West , mit fünf Zwischenstopps teil .",translate English to German: It will then go round the world from east to west with five ports of call .,<pad> Sie wird die Welt dann von Osten nach Westen mit fünf Anrufhäfen durchreisen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
