,en,trans,de,en_idiom,Wrong
2100,"Mrs Fraga Estévez , I agree with your assessment and I shall pass on to the Bureau your concerns about discrimination regarding the topics for debate ."," Ms Fraga Estévez , I share your assessment and I will forward your concerns about the different treatment of the issues in the debate to the Bureau .","Frau Fraga Estévez , ich teile Ihre Einschätzung und werde Ihre Bedenken wegen der unterschiedlichen Behandlung der Themen bei der Aussprache an das Präsidium weiterleiten .",to pass on,
2101,In the haze he saw a figure near the water &apos;s edge picking something up and throwing it into the water ., In the mist near the shore he saw a figure picking something up and throwing it into the water.,"Im Nebel sah er in der Nähe des Ufers eine Gestalt , die etwas aufhob und ins Wasser warf .",something &apos;s up .,
2102,I would like to hear something from you on this subject ., I would welcome an explanation from you on this subject .,Ich würde eine Erklärung Ihrerseits zu diesem Thema begrüßen .,i hear you .,
2103,But we must careful not to close the door to this new experiment in government .,Because that is the most terrible reason why a citizen can be imprisoned - and there is no doubt about it either - but we must be careful not to slam the door on this new government.,"Denn das ist der schrecklichste Grund , weshalb ein Bürger inhaftiert werden kann - und auch das steht außer Zweifel - , aber wir müssen achtgeben , daß wir dieser neuen Regierung nicht die Tür zuschlagen .",to close the door,
2104,"( EL ) Regardless of the fact that the European Parliament was unable in the end to pass a resolution on Iraq , the way in which the majority of MEPs voted on the individual amendments is indicative of how it is dealing with this new demonstration of imperialist barbarity ."," ( EL ) Regardless of the fact that the European Parliament was ultimately unable to adopt a resolution on Iraq , the way MEPs voted on each of the amendments says a lot about Parliament 's handling of this new demonstration of imperialist barbarism .","( EL ) Unabhängig davon , dass das Europäische Parlament letztlich keine Entschließung zum Irak annehmen konnte , sagt die Art und Weise , wie die Abgeordneten zu den einzelnen Änderungsanträgen abgestimmt haben , viel über den Umgang des Parlaments mit dieser neuen Demonstration imperialistischer Barbarei aus .",to pass on,
2105,"We will not become a global player if we trade human rights in Russia for gas , or if we close the door to the pro-European , democratic and pro-western policies of Ukraine and Georgia in a cowardly way ."," We will not become a global player if we trade human rights in Russia for natural gas or if we cowardly close the door on the pro-European, democratic and pro-Western politics of Ukraine and Georgia.","Wir werden dann nicht zum Global Player , wenn wir Menschenrechte in Russland gegen Erdgas eintauschen oder wenn wir der proeuropäischen , demokratischen und prowestlichen Politik der Ukraine und Georgiens feige die Tür verschließen .",to close the door,
2106,"Russia &apos;s Khamovinicheskii Court was supposed to pass sentence on one of them today , but for reasons that are unclear it postponed the announcement until the end of the month ."," Russia 's Khamovinicheskii court was due to rule on one of these cases today , but has postponed the verdict until the end of the month for unknown reasons .","Das russische Gericht Khamovinicheskii sollte heute ein Urteil zu einem dieser Fälle sprechen , hat die Verkündung des Urteils jedoch aus unbekannten Gründen auf das Ende des Monats verschoben .",to pass on,
2107,"Well , I decided ... I say to you Soledad , you &apos;re doing wrong !","So I decided ... I tell you : Soledad , you are wrong !","Also entschied ich mich ... ich sage euch : Soledad , bist du falsch !",i say !,
2108,I think that the potential existence and extraction of shale gas in Europe must not be ignored and I expect the Commission to prepare a technical and economic study on the feasibility of extraction ., I believe that the potential existence and production of shale gas in Europe cannot be ignored and I expect the Commission to produce a technical and economic study on the feasibility of gas production.,"Meiner Auffassung nach darf die potenzielle Existenz und Förderung von Schiefergas in Europa nicht ignoriert werden , und ich erwarte von der Kommission , dass sie eine technische und wirtschaftliche Studie über die Durchführbarkeit der Erdgasförderung erstellt .",to be a gas,
2109,"However , as we all know , the financial sector has an incredible ability to pass any costs on to citizens and companies ."," However , as we all know , the financial sector has an incredible ability to pass any cost on to citizens and businesses .","Wie wir jedoch alle wissen , verfügt der Finanzsektor über die unglaubliche Fähigkeit , jegliche Kosten an die Bürgerinnen und Bürger und an die Unternehmen weiterzugeben .",to pass on,
2110,I shall be happy to pass on Mr Medina Ortega &apos;s comments to the European Monetary Institute ., I would like to promise you that I will forward Mr Medina Ortega 's comments to the European Monetary Institute .,"Ich will Ihnen gerne die Zusage geben , daß ich die Anmerkungen von Herrn Medina Ortega an das Europäische Währungsinstitut weiterleiten werde .",to pass on,
2111,The proposal which is being made is to crystallise criteria so that Member States will be authorised to pass on aid to herdsmen producing beef and veal ., The purpose of the proposed proposal is to identify criteria that will allow Member States to grant aid to beef and veal producers.,"Ziel des unterbreiteten Vorschlags ist es , Kriterien herauszuarbeiten , die es den Mitgliedstaaten gestatten , Beihilfen für Rind- und Kalbfleischproduzenten zu gewähren .",to pass on,
2112,"The procession of the Saint Christ takes place every three years . It &apos;s held in memory of the miracle that occurred in the year 1507 when Saint Christ began to sweat blood , ending a large period of drought .", The festival where young and old sing through the streets of Mallorca.,Das Fest an dem Jung und Alt in Mallorca singend durch die Strassen zieht .,to sweat blood,x
2113,"( However , since your Full Version is licensed only for yourself , you may not pass it on to others , and may not install it on other people &apos;s computers .","(However, since the full version is licensed only to you, you may not distribute it to others, or install it on other people's computers.","( Da die Vollversion nur für Sie selbst lizensiert ist , dürfen Sie sie allerdings nicht an andere weitergeben , oder auf den Computern anderer installieren .",to pass on,
